,precision,recall,f1-score,support,ROC_AUC
No subscription,0.002,0.001,0.001,0.548,
"Yes, subscribed",0.016,0.014,0.017,0.447,
accuracy,0.002,0.002,0.002,0.002,0.011
macro avg,0.009,0.007,0.009,0.447,
weighted avg,0.003,0.002,0.003,0.447,
