,precision,recall,f1-score,support,ROC_AUC
No subscription,0.906,0.981,0.942,7984.400,
"Yes, subscribed",0.619,0.230,0.336,1057.800,
accuracy,0.893,0.893,0.893,0.893,0.781
macro avg,0.762,0.606,0.639,9042.200,
weighted avg,0.872,0.893,0.871,9042.200,
