,precision,recall,f1-score,support,ROC_AUC
Not Potable,0.659,0.657,0.657,399.600,
Potable,0.466,0.468,0.467,255.600,
accuracy,0.583,0.583,0.583,0.583,0.562
macro avg,0.562,0.562,0.562,655.200,
weighted avg,0.584,0.583,0.583,655.200,
