,precision,recall,f1-score,support,ROC_AUC
Not Potable,0.659±0.013,0.657±0.028,0.657±0.017,399.600±0.548,nan±nan
Potable,0.466±0.020,0.468±0.034,0.467±0.023,255.600±0.548,nan±nan
accuracy,0.583±0.016,0.583±0.016,0.583±0.016,0.583±0.016,0.562±0.016
macro avg,0.562±0.016,0.562±0.016,0.562±0.016,655.200±0.447,nan±nan
weighted avg,0.584±0.016,0.583±0.016,0.583±0.016,655.200±0.447,nan±nan
