,precision,recall,f1-score,support,ROC_AUC
Churn,0.027,0.035,0.024,0.447,
No Churn,0.008,0.013,0.006,0.447,
accuracy,0.009,0.009,0.009,0.009,0.008
macro avg,0.015,0.015,0.014,0.548,
weighted avg,0.010,0.009,0.010,0.548,
