,precision,recall,f1-score,support,ROC_AUC
No subscription,0.906±0.004,0.980±0.006,0.941±0.002,7984.400±0.548,nan±nan
"Yes, subscribed",0.608±0.035,0.229±0.044,0.330±0.046,1057.800±0.447,nan±nan
accuracy,0.892±0.003,0.892±0.003,0.892±0.003,0.892±0.003,0.782±0.011
macro avg,0.757±0.017,0.605±0.020,0.636±0.023,9042.200±0.447,nan±nan
weighted avg,0.871±0.005,0.892±0.003,0.870±0.006,9042.200±0.447,nan±nan
