,precision,recall,f1-score,support,ROC_AUC
No subscription,0.004,0.006,0.002,0.548,
"Yes, subscribed",0.035,0.044,0.046,0.447,
accuracy,0.003,0.003,0.003,0.003,0.011
macro avg,0.017,0.020,0.023,0.447,
weighted avg,0.005,0.003,0.006,0.447,
