,precision,recall,f1-score,support,ROC_AUC
Income <= 50K,0.7909345047923323,0.801173139158576,0.7960209003215434,4944.0,
Income > 50K,0.3464095744680851,0.3322704081632653,0.3391927083333333,1568.0,
accuracy,0.6882678132678133,0.6882678132678133,0.6882678132678133,0.6882678132678133,0.6047016766354599
macro avg,0.5686720396302087,0.5667217736609207,0.5676068043274384,6512.0,
weighted avg,0.6838990178837911,0.6882678132678133,0.6860229572875272,6512.0,
