,precision,recall,f1-score,support,ROC_AUC
College,0.894±0.031,0.896±0.045,0.894±0.012,100.000±0.000,nan±nan
No College,0.898±0.038,0.892±0.038,0.894±0.009,100.000±0.000,nan±nan
accuracy,0.894±0.010,0.894±0.010,0.894±0.010,0.894±0.010,0.969±0.008
macro avg,0.896±0.011,0.894±0.010,0.894±0.010,200.000±0.000,nan±nan
weighted avg,0.896±0.011,0.894±0.010,0.894±0.010,200.000±0.000,nan±nan
