,precision,recall,f1-score,support,ROC_AUC
No subscription,0.004,0.038,0.030,0.548,
"Yes, subscribed",0.005,0.037,0.006,0.447,
accuracy,0.030,0.030,0.030,0.030,0.009
macro avg,0.004,0.009,0.016,0.447,
weighted avg,0.004,0.030,0.027,0.447,
