,precision,recall,f1-score,support,ROC_AUC
No subscription,0.915,0.549,0.685,7984.400,
"Yes, subscribed",0.153,0.616,0.245,1057.800,
accuracy,0.557,0.557,0.557,0.557,0.615
macro avg,0.534,0.582,0.465,9042.200,
weighted avg,0.826,0.557,0.634,9042.200,
