,precision,recall,f1-score,support,ROC_AUC
No subscription,0.915±0.004,0.549±0.038,0.685±0.030,7984.400±0.548,nan±nan
"Yes, subscribed",0.153±0.005,0.616±0.037,0.245±0.006,1057.800±0.447,nan±nan
accuracy,0.557±0.030,0.557±0.030,0.557±0.030,0.557±0.030,0.615±0.009
macro avg,0.534±0.004,0.582±0.009,0.465±0.016,9042.200±0.447,nan±nan
weighted avg,0.826±0.004,0.557±0.030,0.634±0.027,9042.200±0.447,nan±nan
