,precision,recall,f1-score,support,ROC_AUC
No recidivism,0.702,0.769,0.734,792.600,
Recidivism,0.681,0.602,0.639,650.200,
accuracy,0.694,0.694,0.694,0.694,0.748
macro avg,0.692,0.686,0.687,1442.800,
weighted avg,0.693,0.694,0.691,1442.800,
