,precision,recall,f1-score,support,ROC_AUC
No recidivism,0.012,0.013,0.010,0.548,
Recidivism,0.014,0.023,0.017,0.447,
accuracy,0.012,0.012,0.012,0.012,0.016
macro avg,0.012,0.013,0.013,0.447,
weighted avg,0.012,0.012,0.012,0.447,
