,precision,recall,f1-score,support,ROC_AUC
College,0.848±0.029,0.828±0.065,0.836±0.030,100.000±0.000,nan±nan
No College,0.835±0.053,0.850±0.039,0.841±0.022,100.000±0.000,nan±nan
accuracy,0.839±0.025,0.839±0.025,0.839±0.025,0.839±0.025,0.839±0.025
macro avg,0.842±0.027,0.839±0.025,0.839±0.025,200.000±0.000,nan±nan
weighted avg,0.842±0.027,0.839±0.025,0.839±0.025,200.000±0.000,nan±nan
