,precision,recall,f1-score,support,ROC_AUC
Bad,0.717±0.009,0.775±0.012,0.745±0.007,1091.800±0.447,nan±nan
Good,0.730±0.009,0.665±0.017,0.696±0.010,1000.000±0.000,nan±nan
accuracy,0.723±0.008,0.723±0.008,0.723±0.008,0.723±0.008,0.794±0.007
macro avg,0.724±0.007,0.720±0.008,0.720±0.008,2091.800±0.447,nan±nan
weighted avg,0.723±0.007,0.723±0.008,0.721±0.008,2091.800±0.447,nan±nan
