,precision,recall,f1-score,support,ROC_AUC
Churn,0.013,0.023,0.019,0.447,
No Churn,0.006,0.002,0.004,0.447,
accuracy,0.007,0.007,0.007,0.007,0.011
macro avg,0.010,0.012,0.012,0.548,
weighted avg,0.008,0.007,0.008,0.548,
