,precision,recall,f1-score,support,ROC_AUC
No rain tomorrow,0.872±0.002,0.944±0.003,0.907±0.001,22063.200±0.447,nan±nan
Rain tomorrow,0.730±0.009,0.519±0.010,0.607±0.005,6375.400±0.548,nan±nan
accuracy,0.849±0.002,0.849±0.002,0.849±0.002,0.849±0.002,0.875±0.003
macro avg,0.801±0.004,0.732±0.004,0.757±0.003,28438.600±0.548,nan±nan
weighted avg,0.840±0.002,0.849±0.002,0.839±0.002,28438.600±0.548,nan±nan
