,precision,recall,f1-score,support,ROC_AUC
No rain tomorrow,0.8732696596120672,0.9407152245841454,0.9057385991708488,22063.0,
Rain tomorrow,0.7200342465753424,0.527603513174404,0.608979000724113,6376.0,
accuracy,0.84809592461057,0.84809592461057,0.84809592461057,0.84809592461057,0.8705969448956224
macro avg,0.7966519530937048,0.7341593688792747,0.7573587999474809,28439.0,
weighted avg,0.8389144082487225,0.84809592461057,0.839205345550947,28439.0,
