,precision,recall,f1-score,support,ROC_AUC
Churn,0.666,0.537,0.594,373.800,
No Churn,0.844,0.903,0.872,1034.800,
accuracy,0.806,0.806,0.806,0.806,0.847
macro avg,0.755,0.720,0.733,1408.600,
weighted avg,0.797,0.806,0.799,1408.600,
