,precision,recall,f1-score,support,ROC_AUC
No recidivism,0.704,0.756,0.729,792.600,
Recidivism,0.672,0.612,0.640,650.200,
accuracy,0.691,0.691,0.691,0.691,0.744
macro avg,0.688,0.684,0.685,1442.800,
weighted avg,0.690,0.691,0.689,1442.800,
