,precision,recall,f1-score,support,ROC_AUC
Bad,0.741±0.013,0.758±0.016,0.749±0.011,1027.200±0.447,nan±nan
Good,0.731±0.013,0.713±0.020,0.721±0.013,947.000±0.000,nan±nan
accuracy,0.736±0.011,0.736±0.011,0.736±0.011,0.736±0.011,0.808±0.010
macro avg,0.736±0.011,0.735±0.011,0.735±0.011,1974.200±0.447,nan±nan
weighted avg,0.736±0.011,0.736±0.011,0.736±0.011,1974.200±0.447,nan±nan
