,precision,recall,f1-score,support,ROC_AUC
Income <= 50K,0.013,0.009,0.003,0.000,
Income > 50K,0.013,0.054,0.032,0.447,
accuracy,0.006,0.006,0.006,0.006,0.004
macro avg,0.001,0.022,0.017,0.447,
weighted avg,0.007,0.006,0.010,0.447,
