,precision,recall,f1-score,support,ROC_AUC
Income <= 50K,0.876,0.940,0.907,4944.000,
Income > 50K,0.755,0.579,0.654,1568.200,
accuracy,0.853,0.853,0.853,0.853,0.908
macro avg,0.815,0.759,0.780,6512.200,
weighted avg,0.847,0.853,0.846,6512.200,
