,precision,recall,f1-score,support,ROC_AUC
Income <= 50K,0.876±0.013,0.940±0.009,0.907±0.003,4944.000±0.000,nan±nan
Income > 50K,0.755±0.013,0.579±0.054,0.654±0.032,1568.200±0.447,nan±nan
accuracy,0.853±0.006,0.853±0.006,0.853±0.006,0.853±0.006,0.908±0.004
macro avg,0.815±0.001,0.759±0.022,0.780±0.017,6512.200±0.447,nan±nan
weighted avg,0.847±0.007,0.853±0.006,0.846±0.010,6512.200±0.447,nan±nan
